BANK NAME,IFSC,OFFICE,ADDRESS,DISTRICT,CITY,STATE,PHONE
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002188,VEMPALLI FOUR ROADS CROSSING,"DOOR NO 1/397, KANDULA COMPLEX, PULIVENDULA ROAD,FOUR ROADS CROSSING, VEMPALLI-516329",YSR KADAPA,VEMPALLI,ANDHRA PRADESH,9490186594
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002189,KADAPA AMEENPEER DARGA,"14/154, NEAR AMEENPEER DARGA,KADAPA,YSR KADAPA DISTRICT,ANDHRA PRADESH",YSR KADAPA,KADAPA,ANDHRA PRADESH,9490039562
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002190,VONTIMITTA,"DOOR NO 2/19 MAIN BAZAR VONTIMITTA,VONTIMITTA MANDAL,YSR KADAPA DIST",YSR KADAPA,VONTIMITTA,ANDHRA PRADESH,9494039125
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002191,JAMMALAMADUGU NEW MARKET,"DOOR NO 1/604, NEAR LIC OFFICE, NEW MARKET CENTRE,RTC BUSSTAND ROAD,JAMMALAMADUGU",YSR KADAPA,JAMMALAMADUGU,ANDHRA PRADESH,9494039075
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002192,RAILWAY KODURU RS ROAD,"D.NO 7/543, RAILWAY STATION ROAD,RAILWAY KODURU",YSR KADAPA,RAILWAY KODURU,ANDHRA PRADESH,9493327396
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002193,MALLELA,"MALLELA VILLAGE, THONDUR MANDAL,KADAPA(DIST),ANDHRA PRADESH. PIN-516401",YSR KADAPA,MALLELA,ANDHRA PRADESH,8500299051
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002194,KADAPA MARIAPURAM,"HEAD OFFICE PREMISES, OPP. BISHOPS HOUSE,MARIAPURAM,YSR KADAPA-516002. YSR KADAPA(DIST),ANDHRA PRADESH",YSR KADAPA,KADAPA,ANDHRA PRADESH,9441410391
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002195,RAYACHOTY-KOTHAPETA,"DOOR NO 51/124/1,KOTHAPETA MAIN ROAD,RAYACHOTY,YSR KADAPA (DIST),ANDHRA PRADESH.PIN-516269.",YSR KADAPA,RAYACHOTY,ANDHRA PRADESH,9441409479
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002196,CHINNA ORAMPADU,"DOOR NO 2/121, GNANAMPALLI ROAD,CHINNA ORAMPADU VILLAGE, OBULAVARIPALLI MANDAL,YSR KADAPA(DIST),ANDHRA PRADESH. PIN-516108",YSR KADAPA,CHINNA ORAMPADU,ANDHRA PRADESH,9441409981
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002197,UTUKURU,"DOOR NO 1/121-A-1, BALIJA STREET,UTUKURU (VILLAGE & POST),RAJAMPETA MANDAL,YSR KADAPA(DIST),ANDHRA PRADESH. PIN-516126",YSR KADAPA,UTUKURU,ANDHRA PRADESH,9441409957
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002198,KAMALAPURAM X ROADS,"DNO 15/3008-1,KAMALAPURAM X ROADS,KAMALAPURAM YSR KADAPA(DIST) ANDHRA PRADESH PIN-516310",YSR KADAPA,KAMALAPURAM,ANDHRA PRADESH,9440584291
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002199,TANGATUR,"4/51,TANGATUR VILLAGE,RAJUPALEM MANDAL,YSR KADAPA(DIST),ANDHRA PRADESH",YSR KADAPA,TANGATUR,ANDHRA PRADESH,9491503120
ANDHRA PRAGATHI GRAMEENA BANK,APGB0002200,VELIDANDLA,"D NO 1/27,VELIDANDLA,LINGALA(MANDAL),YSR KADAPA(DIST),ANDHRA PRADESHE.PIN-516396",YSR KADAPA,VELIDANDLA,ANDHRA PRADESH,8985519978
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003000,KURNOOL RO,"ANDHRA PRAGATHI GRAMEENA BANK,REGIONAL OFFICE,NAGIREDDY REVENUE COLONY,OPP BISHOP CHURCH,KURNOOL-518002",KURNOOL,KURNOOL,ANDHRA PRADESH,9490158024
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003003,ADONI,"ADONI ┬û 518301 DOOR NO.268-12, 1ST FLOOR, ACHARI ARCHADE, NEAR POLICE CONTROL ROOM, YEMMIGANUR ROAD, KURNOOL DISTRICT",KURNOOL,ADONI,ANDHRA PRADESH,253537
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003004,PARLA,"PARLA-518478 (VIA) K.NAGALAPURAM,  KALLUR MANDAL KURNOOL DISTRICT",KURNOOL,PARLA,ANDHRA PRADESH,200055
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003009,KURNOOL-MAIN,"KURNOOL MAIN BRANCH CLUB ROAD,  RAILWAY STATION ROAD, KURNOOL,  KURNOOL DISTRICT.  PIN  518004",KURNOOL,KURNOOL,ANDHRA PRADESH,220176
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003010,NANDIVARGAM,NANDIVARGAM-518176 BANAGNAPALLE MANDAL KURNOOL DISTRICT,KURNOOL,NANDIVARGAM,ANDHRA PRADESH,248058
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003011,NANOOR,NANNOOR-518023 ORVAKAL MANDAL KURNOOL DISTRICT,KURNOOL,NANOOR,ANDHRA PRADESH,238558
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003016,NEMAKAL,NEMAKAL-518396 CHIPPAGIRI  MANDAL KURNOOL DISTRICT,KURNOOL,NEMAKAL,ANDHRA PRADESH,239996
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003017,PARUMANCHALA,PARUMANCHALA-518407 JUPADU BUNGLOW MANDAL KURNOOL DISTRICT,KURNOOL,PARUMANCHALA,ANDHRA PRADESH,256030
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003021,ALUR,"ALURU ┬û 518395 ALURU MANDAL, KURNOOL DISTRICT",KURNOOL,ALUR,ANDHRA PRADESH,228059
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003025,BETAMCHERLA,"BETAMCHERLA ┬û 518599  BETAMCHERLA MANDAL, KURNOOL DISTRICT",KURNOOL,BETAMCHERLA,ANDHRA PRADESH,273100
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003026,UYYALAWADA,UYYALAWADA-518155 UYYALAWADA MANDAL KURNOOL DISTRICT,KURNOOL,UYYALAWADA,ANDHRA PRADESH,234927
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003027,DEEBAGUNTLA,DEEBAGUNTLA-518502 GOSPADU MANDAL KURNOOL DISTRICT,KURNOOL,DEEBAGUNTLA,ANDHRA PRADESH,232253
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003028,DEVANAKONDA,DEVANAKONDA-518465 DEVANAKONDA MANDAL KURNOOL DISTRICT,KURNOOL,DEVANAKONDA,ANDHRA PRADESH,276526
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003029,TANGUTUR,TANGATURU (K)-518124 BANAGANAPALLI MANDAL KURNOOL DISTRICT,KURNOOL,TANGUTUR,ANDHRA PRADESH,236036
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003030,PEDDA TUMBALAM,PEDDATHUMBALAM-518301 ADONI MANDAL KURNOOL DISTRICT,KURNOOL,PEDDA TUMBALAM,ANDHRA PRADESH,257416
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003031,GADIVEMULA,GADIVEMULA-518508 GADIVEMULA MANDAL KURNOOL DISTRICT,KURNOOL,GADIVEMULA,ANDHRA PRADESH,233234
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003034,KODUMUR,KODUMURU-518464 KODUMURU MANDAL KURNOOL DISTRICT,KURNOOL,KODUMUR,ANDHRA PRADESH,228057
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003036,MANTRALAYAM,MANTRALAYAM-518345 MANTRALAYAM MANDAL KURNOOL DISTRICT,KURNOOL,MANTRALAYAM,ANDHRA PRADESH,279432
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003047,TERNEKAL,TERNEKAL-518465 DEVANAKONDA MANDAL KURNOOL DISTRICT,KURNOOL,TERNEKAL,ANDHRA PRADESH,233026
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003049,KOILKUNTLA,"KOILAKUNTLA-518134  * RTC BUS STAND ROAD,  KOILAKUNTLA MANDAL KURNOOL DISTRICT",KURNOOL,KOILKUNTLA,ANDHRA PRADESH,225209
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003050,KOLIMIGUNDLA,KOLIMIGUNDLA-518123 KOLIMIGUNDLA MANDAL KURNOOL DISTRICT,KURNOOL,KOLIMIGUNDLA,ANDHRA PRADESH,244321
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003051,GARLADINNE,GARLADINNE (K) -518200 PEAPULLY MANDAL KURNOOL DISTRICT,KURNOOL,GARLADINNE,ANDHRA PRADESH,201234
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003060,DORNIPADU,DORNIPADU-518135 DORNIPADU MANDAL KURNOOL DISTRICT,KURNOOL,DORNIPADU,ANDHRA PRADESH,253725
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003061,GOSPADU,GOSPADU-518593 GOSPADU MANDAL KURNOOL DISTRICT,KURNOOL,GOSPADU,ANDHRA PRADESH,252739
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003062,GAJULAPALLE,GAJULAPALLE-518583 MAHANANDI MANDAL KURNOOL DISTRICT,KURNOOL,GAJULAPALLE,ANDHRA PRADESH,232723
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003063,GARGEYAPURAM,GARGEYAPURAM-518452 KURNOOL MANDAL KURNOOL DISTRICT,KURNOOL,GARGEYAPURAM,ANDHRA PRADESH,238146
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003064,MIDTHUR,MIDTHUR-518405 MIDTHUR MANDAL KURNOOL DISTRICT,KURNOOL,MIDTHUR,ANDHRA PRADESH,282645
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003065,ATMAKUR (K),"ATMAKUR (K) ** ┬û 518422  GOUD CENTRE,  ATMAKUR MANDAL, KURNOOL DISTRICT",KURNOOL,ATMAKUR,ANDHRA PRADESH,283460
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003066,PERAVALI,PERAVALI-518391 MADDIKERA MANDAL KURNOOL DISTRICT,KURNOOL,PERAVALI,ANDHRA PRADESH,277329
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003070,YEMMIGANUR,YEMMIGANUR  *  -518360 YEMMIGANUR MANDAL KURNOOL DISTRICT,KURNOOL,YEMMIGANUR,ANDHRA PRADESH,255752
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003071,RAGADAGUDUR,REGADAGUDUR-518533 VELUGODU MANDAL KURNOOL DISTRICT,KURNOOL,RAGADAGUDUR,ANDHRA PRADESH,284550
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003073,HUSSAINAPURAM(K),HUSSAINAPURAM (K)-518011 ORVAKAL MANDAL KURNOOL DISTRICT,KURNOOL,HUSSAINAPURAM,ANDHRA PRADESH,239158
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003074,KOTHAKOTA,KOTHAKOTA-518466 C.BELAGAL MANDAL KURNOOL DISTRICT,KURNOOL,KOTHAKOTA,ANDHRA PRADESH,279405
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003075,VELDURTHI,VELDURTHY-518216 VELDURTHY MANDAL KURNOOL DISTRICT,KURNOOL,VELDURTHI,ANDHRA PRADESH,275758
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003080,HALAHARVI,HALAHARVI-518348 HALAHARVI MANDAL KURNOOL DISTRICT,KURNOOL,HALAHARVI,ANDHRA PRADESH,249161
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003081,PATTIKONDA,PATHIKONDA-518380 PATHIKONDA MANDAL KURNOOL DISTRICT,KURNOOL,PATTIKONDA,ANDHRA PRADESH,226056
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003084,TUGGALI,THUGGALI-518390 THUGGALI MANDAL KURNOOL DISTRICT,KURNOOL,TUGGALI,ANDHRA PRADESH,277626
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003089,NOSSAM,NOSSAM-518145 SANJAMALA MANDAL KURNOOL DISTRICT,KURNOOL,NOSSAM,ANDHRA PRADESH,273666
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003090,DHONE,"DHONE-518222 NEAR GOVT.DEGREE COLLEGE, DHONE MANDAL KURNOOL DISTRICT",KURNOOL,DHONE,ANDHRA PRADESH,222684
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003093,HEBBATAM,HEBBATAM-518310 HOLAGUNDA MANDAL KURNOOL DISTRICT,KURNOOL,HEBBATAM,ANDHRA PRADESH,289519
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003096,JUPADU BUNGLOW,JUPADU BUNGLOW-518401 JUPADU BUNGLOW MANDAL KURNOOL DISTRICT,KURNOOL,BANNUR,ANDHRA PRADESH,282012
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003097,PETNIKOTA,PETNIKOTA-518123 KOLIMIGUNDLA MANDAL KURNOOL DISTRICT,KURNOOL,PETNIKOTA,ANDHRA PRADESH,201446
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003099,SUNNIPENTA,"SUNNIPENTA-518102 SRISAILAMDAM PROJECT COLONY (EAST),ATMAKUR MANDAL KURNOOL DISTRICT",KURNOOL,SRISAILAM PRJCT.TOWNSHIP,ANDHRA PRADESH,286090
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003100,POLAKAL,POLAKAL-518473 C.BELAGAL MANDAL KURNOOL DISTRICT,KURNOOL,POLAKAL,ANDHRA PRADESH,249530
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003103,TUNGABHADRA,THUNGABHADRA-518397 MANTRALAYAM MANDAL KURNOOL DISTRICT,KURNOOL,TUNGABHADRA,ANDHRA PRADESH,259736
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003105,JONNAGIRI,JONNAGIRI-518390 TUGGALI MANDAL KURNOOL DISTRICT,KURNOOL,JONNAGIRI,ANDHRA PRADESH,236928
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003106,NANDYAL┬á NOONEPALLE BRANCH┬á┬á,"NANDYAL  NOONEPALLE BRANCH* NEAR GOVT. HOSPITAL, NOONEPALLE, KURNOOL DISTRICT.  PIN 518503",KURNOOL,NANDYAL,ANDHRA PRADESH,245490
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003110,NANDYAL MAIN,"NANDYAL MAIN BRANCH SANJEEVA NAGAR,  NANDYAL, KURNOOL DISTRICT.  PIN 518501",KURNOOL,NANDYAL,ANDHRA PRADESH,245097
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003113,THIMMAPURAM,THIMMAPURAM (K) -518512 MAHANANDI MANDAL KURNOOL DISTRICT,KURNOOL,THIMMAPURAM,ANDHRA PRADESH,235606
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003114,POLURU,POLURU-518511 NANDYAL MANDAL KURNOOL DISTRICT,KURNOOL,POLURU,ANDHRA PRADESH,235442
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003119,PEDDAKADABURU,PEDDAKADABUR-518323 PEDDAKADABUR MANDAL KURNOOL DISTRICT,KURNOOL,PEDDAKADABURU,ANDHRA PRADESH,277316
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003125,HUSSAINAPURAM-D,"HUSSAINAPURAM (D), PEAPULLY (MANDAL), KURNOOL (DIST) - 518221",KURNOOL,DHONE,ANDHRA PRADESH,200234
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003126,URUKUNDA,URUKUNDA-518301 KOWTHALAM MANDAL KURNOOL DISTRICT,KURNOOL,URUKUNDA,ANDHRA PRADESH,248230
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003127,DAIVAMDINNE,DAIVAMDINNE-518360 YEMMIGANUR MANDAL KURNOOL DISTRICT,KURNOOL,DAIVAM DINNE,ANDHRA PRADESH,246003
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003129,BADINEHAL,BADINEHAL ┬û 518344 KOWTHALAM MANDAL KURNOOL DISTRICT,KURNOOL,BADINEHAL,ANDHRA PRADESH,202090
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003131,KAIRUPPALA,KAIRUPPALA-518465 ASPARI MANDAL KURNOOL DISTRICT,KURNOOL,KAIRUPPALA,ANDHRA PRADESH,202088
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003136,KRISHNA NAGAR-KURNOOL,"KURNOOLKRISHNA NAGAR BRANCH  * MVR PLAZA, 1ST FLOOR, MAIN ROAD,KRISHNANAGAR,B-CAMP POST,  KURNOOL DISTRICT. PIN  518002",KURNOOL,KURNOOL,ANDHRA PRADESH,232048
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003141,KRISHNAGIRI,KRISHNAGIRI-518216 KRISHNAGIRI MANDAL KURNOOL DISTRICT,KURNOOL,KRISHNAGIRI,ANDHRA PRADESH,254010
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003142,ASPARI,ASPARI ┬û 518347  ASPARI MANDAL KURNOOL DISTRICT,KURNOOL,ASPARI,ANDHRA PRADESH,288643
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003146,PEAPULLY,"PEAPULLY-518221 NATIONAL HIGHWAY-7,  PEAPULLY MANDAL KURNOOL DISTRICT",KURNOOL,PEAPULLY,ANDHRA PRADESH,229084
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003147,BANGANAPALLE,BANAGANAPALLE ┬û 518214 BANAGANAPALLE MANDAL KURNOOL DISTRICT,KURNOOL,BANGANAPALLE,ANDHRA PRADESH,228430
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003148,NANDIKOTKUR,NANDIKOTKUR-518401 NANDIKOTKUR MANDAL KURNOOL DISTRICT,KURNOOL,NANDIKOTKUR,ANDHRA PRADESH,281601
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003149,GUDUR(K),GUDUR  (K) -518466 GUDUR MANDAL KURNOOL DISTRICT,KURNOOL,GUDUR,ANDHRA PRADESH,239395
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003152,KOSIGI,KOSIGI-518313 KOSIGI MANDAL KURNOOL DISTRICT,KURNOOL,KOSIGI,ANDHRA PRADESH,238717
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003153,CHAGALAMARRY,CHAGALAMARRY-518553 CHAGALAMARRY MANDAL KURNOOL DISTRICT,KURNOOL,CHAGALAMARRI,ANDHRA PRADESH,232214
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003155,MAHANANDI,MAHANANDI-518673 MAHANANDI MANDAL KURNOOL DISTRICT,KURNOOL,MAHANANDI,ANDHRA PRADESH,234871
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003156,"GOVT GENERAL HOSPITAL, KURNOOL",KURNOOL-GOVT GEN HOSPITAL-518 002 BUDHAVARPET KURNOOL,KURNOOL,KURNOOL,ANDHRA PRADESH,255636
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003157,ANKIREDDYPALLI,"ANKIREDDYPALLI, KOLIMIGUNDLA (MANDAL), KURNOOL (DIST) - 518123",KURNOOL,KOLIMIGUNDLA,ANDHRA PRADESH,288280
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003158,ALLAGADDA,"ALLAGADDA-518 543 H.NO.8-1-62, T.B. ROAD,  ALLAGADDA MANDAL KURNOOL DISTRICT",KURNOOL,ALLAGADDA,ANDHRA PRADESH,221444
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003159,KURNOOL-POOLA BAZAR,KURNOOL-POOLABAZAR-518 001 D.NO.19/309 (UPSTAIRS) NEAR CHINNA AMMAVARISALA KURNOOL DISTRICT,KURNOOL,KURNOOL,ANDHRA PRADESH,241166
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003160,NANDYAL-BALA JUNIOR COLLEGE,"NANDYAL-BALA JUNIOR COLLEGE-518 501 GANDHI CHOWK, ATMAKUR ROAD NANDYAL, KURNOOL DISTRICT",KURNOOL,NANDYAL,ANDHRA PRADESH,221611
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003161,VELGODU,"VELUGODU-518 533 D.NO.19-188/3, VELUGODU VIL & MANDAL KURNOOL DISTRICT",KURNOOL,VELGODU,ANDHRA PRADESH,235150
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003162,KURNOOL-VR COLONY,"KURNOOL-VRCOLONY, KURNOOL -518003  45/142-26-3, ROAD NO.5, VENKATA RAMANA COLONY,KURNOOL",KURNOOL,KURNOOL,ANDHRA PRADESH,254800
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003163,NANDYAL - S P Y REDDY DEGREE COLLEGE FOR WOMEN,"NANDYAL -SPYW COLLEGE, NANDYAL-518501 D.NO12-1, FLAT NO. 9, TEJA COMPLEX, BOMMALASATRAM, NANDYAL.",KURNOOL,NANDYAL,ANDHRA PRADESH,246328
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003164,"CHENNAMMA CIRCLE, KALLUR","D.NO.77-185, KALLUR, KALLUR MANDAL, KURNOOL DISTRICT, PIN-518 003",KURNOOL,KURNOOL,ANDHRA PRADESH,232233
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003165,"MOSQUE STREET, ADONI",D.NO.12/747 MOSQUE  STREET ADONI KURNOOL DISTRICT PIN-518 301,KURNOOL,ADONI,ANDHRA PRADESH,221666
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003166,"SRINIVASA NAGAR, NANDYAL","D.NO.B-39, I FLOOR, BALAJI COMPLEX, SRINIVASA NAGAR, NANDYAL, KURNOOL DISTRICT, PIN-518 501",KURNOOL,NANDYAL,ANDHRA PRADESH,244254
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003167,YEMMIGANUR-SIVA CIRCLE,"SIVA CIRCLE, YEMMIGANUR - 518360, 1/1443-6, PARK ROAD, SIVA CIRCLE, YEMMIGANUR POST, KURNOOL",KURNOOL,YEMMIGANUR,ANDHRA PRADESH,228138
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003168,KURNOOL-REVENUE COLONY,"87-1239-1, NANDYAL ROAD, REVENUE COLONY, C-CAMP POST, KURNOOL, KURNOOL - DISTRICT, PIN - 518 002",KURNOOL,KURNOOL,ANDHRA PRADESH,7382600203
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003169,ZP OFFICE-KURNOOL,"ZP OFFICE COMPLEX, KURNOOL",KURNOOL,KURNOOL,ANDHRA PRADESH,278899
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003170,HALVI,"D.NO.3-60, HALVI VILLAGE, KOWTHALAM MANDAL, KURNOOL DISTRICT PIN-518333",KURNOOL,KOWTHALAM,ANDHRA PRADESH,7382600294
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003171,P.KOTAKONDA,"D.NO.1/365 A, P.KOTAKONDA VILLAGE, DEVANAKONDA MANDAL, KURNOOL DISTRICT",KURNOOL,DEVANAKONDA,ANDHRA PRADESH,7382600295
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003172,CHINTAKUNTA,"D. NO. 1-128, CHINTAKUNTA VILLAGE & POST, HALAHARVI MANDAL, KURNOOL DISTRICT,  PIN-518 348",KURNOOL,HALAHARVI,ANDHRA PRADESH,7382633705
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003173,PANYAM,"D. NO. 14-571, PANYAM VILLAGE & POST, PANYAM MANDAL KURNOOL DISTRICT,  PIN-518 112",KURNOOL,PANEAM,ANDHRA PRADESH,7382633707
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003174,RAMAPURAM,"RAMAPURAM VILLAGE, AVUKU MANDAL, KURNOOL DISTRICT - 518122",KURNOOL,OWK,ANDHRA PRADESH,7382612439
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003175,JALADURGAM,"D.NO.2/169, IRST FLOOR, JALADURGAM, VIL & PO, PEAPULLY MANDAL, KURNOOL DISTRICT, PIN-518 220",KURNOOL,PEAPULLY,ANDHRA PRADESH,7382609269
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003176,HOSUR,"D.NO.1/63, HOSUR VIL & PO, PATHIKONDA MANDAL, KURNOOL DISTRICT, PIN-518 380",KURNOOL,PATTIKONDA,ANDHRA PRADESH,7382609270
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003177,ULCHALA,"D.NO.2-106, ULCHALA VIL & PO, KURNOOL MANDAL, KURNOOL DISTRICT, PIN-518 468",KURNOOL,KURNOOL,ANDHRA PRADESH,8331019312
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003178,H.MURAVANI,"D.NO.3/32, H. MURAVANI VIL, PEDDAKADABUR MANDAL, KURNOOL DISTRICT, PIN-518 323",KURNOOL,PEDDAKADABURU,ANDHRA PRADESH,8331019313
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003179,CHITYALA,"D.NO.3-80, PRAJABHAVANAM, CHITYALA VIL & PO, KRISHNAGIRI MANDAL, KURNOOL DISTRICT, PIN-518 222",KURNOOL,KRISHNAGIRI,ANDHRA PRADESH,8331019314
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003180,AKUMALLA,"AKUMALLD.NO.1-117, AKUMALLA VILLAGE, SANJAMALA MANDAL, KURNOOL DISTRICT, PIN-518 196",KURNOOL,NOSSAM,ANDHRA PRADESH,8331019661
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003181,MOOLASGARAM,"D.NO.26-349/B, 1ST FLOOR, MOOLASAGARAM VILLAGE, NANDYAL, KURNOOL",KURNOOL,NANDYAL,ANDHRA PRADESH,8331019659
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003182,NGO COLONY NANDYAL,"JALAGAM VENGAL RAO NAGAR,NANDYAL,KURNOOL DISTRICT,AP,PIN 518501",KURNOOL,NANDYAL,ANDHRA PRADESH,246246
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003183,SRISAILAMGUDEM DEVASTHANAM,"COTTAGE NO 69, DEVASTHANAM, NEAR PETROL BUNK, MAIN ROAD, SRISAILAM.",KURNOOL,SRISAILAMGUDEM,ANDHRA PRADESH,8331012071
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003184,PANCHALINGALA,2-146-3 MAIN ROAD PANCHALINGALA VILLAGE KURNOOL MANDAL,KURNOOL,PANCHALINGALA,ANDHRA PRADESH,9848828176
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003185,MARKET CENTER ALLAGADDA,S V PALACE STREET NEAR OLD BUS STAND ALLAGADDA,KURNOOL,ALLAGADDA,ANDHRA PRADESH,221444
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003186,PADMAVATHI NAGAR NANDYAL,25/685 C PADMAVATHI NAGAR NANDYAL 518502,KURNOOL,NANDYAL,ANDHRA PRADESH,245097
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003187,KURNOOL BABA BRINDAVAN NAGAR,PLOT NO 13 BABA BRINDAVAN NAGAR KURNOOL-518003,KURNOOL,KURNOOL,ANDHRA PRADESH,220176
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003188,KURNOOL KISAN NAGAR,"PLOT NO 50, SREE LAKSHMI NAGAR COLONY, KISAN NAGAR,KURNOOL",KURNOOL,KURNOOL,ANDHRA PRADESH,220176
ANDHRA PRAGATHI GRAMEENA BANK,APGB0003189,GULLADURTHY,"DOOR NO 5/43, GULLADURTHY, KOILAKUNTLA MANADAL,KURNOOL DISTRICT, ANDHRA PRADESH",KURNOOL,GULLADURTHY,ANDHRA PRADESH,9494038535
